Comunidad Autónoma y Provincia	Tipo de indicador	años	Total
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1998	9,2
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1997	89,7
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1996	22,6
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1995	47,8
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1994	18,7
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1993	65,1
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1992	88,5
País Vasco	TRABAJADORES PARTICIPANTES (miles)	1991	60,3
País Vasco	JORNADAS NO TRABAJADAS (miles)	2001	274,7
País Vasco	JORNADAS NO TRABAJADAS (miles)	2000	158,0
País Vasco	JORNADAS NO TRABAJADAS (miles)	1999	650,5
País Vasco	JORNADAS NO TRABAJADAS (miles)	1998	17,0
País Vasco	JORNADAS NO TRABAJADAS (miles)	1997	269,6
País Vasco	JORNADAS NO TRABAJADAS (miles)	1996	49,2
País Vasco	JORNADAS NO TRABAJADAS (miles)	1995	171,1
País Vasco	JORNADAS NO TRABAJADAS (miles)	1994	68,9
País Vasco	JORNADAS NO TRABAJADAS (miles)	1993	153,3
País Vasco	JORNADAS NO TRABAJADAS (miles)	1992	182,6
País Vasco	JORNADAS NO TRABAJADAS (miles)	1991	187,3
Álava	HUELGAS DESARROLLADAS	2001	33,0
Álava	HUELGAS DESARROLLADAS	2000	60,0
Álava	HUELGAS DESARROLLADAS	1999	29,0
Álava	HUELGAS DESARROLLADAS	1998	22,0
Álava	HUELGAS DESARROLLADAS	1997	13,0
Álava	HUELGAS DESARROLLADAS	1996	28,0
Álava	HUELGAS DESARROLLADAS	1995	32,0
Álava	HUELGAS DESARROLLADAS	1994	20,0
Álava	HUELGAS DESARROLLADAS	1993	34,0
Álava	HUELGAS DESARROLLADAS	1992	27,0
Álava	HUELGAS DESARROLLADAS	1991	26,0
Álava	CENTROS DE TRABAJO CONVOCADOS	2001	4.987,0
Álava	CENTROS DE TRABAJO CONVOCADOS	2000	529,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1999	7.689,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1998	22,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1997	652,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1996	323,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1995	34,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1994	20,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1993	274,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1992	1.027,0
Álava	CENTROS DE TRABAJO CONVOCADOS	1991	264,0
Álava	TRABAJADORES PARTICIPANTES (miles)	2001	11,8
Álava	TRABAJADORES PARTICIPANTES (miles)	2000	16,7
Álava	TRABAJADORES PARTICIPANTES (miles)	1999	97,3
Álava	TRABAJADORES PARTICIPANTES (miles)	1998	2,5
Álava	TRABAJADORES PARTICIPANTES (miles)	1997	8,7
Álava	TRABAJADORES PARTICIPANTES (miles)	1996	6,2
Álava	TRABAJADORES PARTICIPANTES (miles)	1995	3,3
Álava	TRABAJADORES PARTICIPANTES (miles)	1994	2,3
Álava	TRABAJADORES PARTICIPANTES (miles)	1993	7,1
Álava	TRABAJADORES PARTICIPANTES (miles)	1992	7,0
Álava	TRABAJADORES PARTICIPANTES (miles)	1991	9,4
Álava	JORNADAS NO TRABAJADAS (miles)	2001	51,5
Álava	JORNADAS NO TRABAJADAS (miles)	2000	37,7
Álava	JORNADAS NO TRABAJADAS (miles)	1999	105,6
Álava	JORNADAS NO TRABAJADAS (miles)	1998	6,5
Álava	JORNADAS NO TRABAJADAS (miles)	1997	13,1
Álava	JORNADAS NO TRABAJADAS (miles)	1996	8,2
Álava	JORNADAS NO TRABAJADAS (miles)	1995	9,6
Álava	JORNADAS NO TRABAJADAS (miles)	1994	4,1
Álava	JORNADAS NO TRABAJADAS (miles)	1993	17,4
Álava	JORNADAS NO TRABAJADAS (miles)	1992	24,1
Álava	JORNADAS NO TRABAJADAS (miles)	1991	81,7
Guipúzcoa	HUELGAS DESARROLLADAS	2001	66,0
Guipúzcoa	HUELGAS DESARROLLADAS	2000	33,0
Guipúzcoa	HUELGAS DESARROLLADAS	1999	40,0
Guipúzcoa	HUELGAS DESARROLLADAS	1998	17,0
Guipúzcoa	HUELGAS DESARROLLADAS	1997	32,0
Guipúzcoa	HUELGAS DESARROLLADAS	1996	38,0
Guipúzcoa	HUELGAS DESARROLLADAS	1995	36,0
Guipúzcoa	HUELGAS DESARROLLADAS	1994	45,0
Guipúzcoa	HUELGAS DESARROLLADAS	1993	36,0
Guipúzcoa	HUELGAS DESARROLLADAS	1992	93,0
Guipúzcoa	HUELGAS DESARROLLADAS	1991	60,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	2001	2.695,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	2000	36,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1999	14.042,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1998	17,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1997	3.143,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1996	45,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1995	669,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1994	116,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1993	1.230,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1992	1.477,0
Guipúzcoa	CENTROS DE TRABAJO CONVOCADOS	1991	273,0
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	2001	38,3
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	2000	4,8
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1999	225,9
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1998	2,4
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1997	47,8
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1996	5,2
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1995	11,8
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1994	6,9
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1993	17,4
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1992	28,8
Guipúzcoa	TRABAJADORES PARTICIPANTES (miles)	1991	12,1
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	2001	133,1
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	2000	18,8
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1999	230,2
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1998	2,9
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1997	157,5
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1996	10,8
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1995	16,1
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1994	18,1
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1993	21,3
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1992	77,6
Guipúzcoa	JORNADAS NO TRABAJADAS (miles)	1991	26,2
Vizcaya	HUELGAS DESARROLLADAS	2001	66,0
Vizcaya	HUELGAS DESARROLLADAS	2000	52,0
Vizcaya	HUELGAS DESARROLLADAS	1999	42,0
Vizcaya	HUELGAS DESARROLLADAS	1998	34,0
Vizcaya	HUELGAS DESARROLLADAS	1997	46,0
Vizcaya	HUELGAS DESARROLLADAS	1996	67,0
Vizcaya	HUELGAS DESARROLLADAS	1995	61,0
Vizcaya	HUELGAS DESARROLLADAS	1994	85,0
Vizcaya	HUELGAS DESARROLLADAS	1993	79,0
Vizcaya	HUELGAS DESARROLLADAS	1992	89,0
Vizcaya	HUELGAS DESARROLLADAS	1991	93,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	2001	3.852,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	2000	24.330,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1999	25.078,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1998	110,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1997	2.296,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1996	91,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1995	2.073,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1994	250,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1993	908,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1992	5.946,0
Vizcaya	CENTROS DE TRABAJO CONVOCADOS	1991	419,0
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	2001	39,4
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	2000	9,7
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1999	303,9
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1998	4,2
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1997	29,3
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1996	11,2
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1995	32,7
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1994	9,5
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1993	27,4
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1992	52,7
Vizcaya	TRABAJADORES PARTICIPANTES (miles)	1991	28,9
Vizcaya	JORNADAS NO TRABAJADAS (miles)	2001	90,1
Vizcaya	JORNADAS NO TRABAJADAS (miles)	2000	101,4
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1999	314,6
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1998	7,5
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1997	84,0
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1996	30,3
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1995	145,3
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1994	46,8
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1993	97,5
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1992	81,0
Vizcaya	JORNADAS NO TRABAJADAS (miles)	1991	68,3
Rioja, La	HUELGAS DESARROLLADAS	2001	2,0
Rioja, La	HUELGAS DESARROLLADAS	2000	11,0
Rioja, La	HUELGAS DESARROLLADAS	1999	5,0
Rioja, La	HUELGAS DESARROLLADAS	1998	2,0
Rioja, La	HUELGAS DESARROLLADAS	1997	2,0
Rioja, La	HUELGAS DESARROLLADAS	1996	6,0
Rioja, La	HUELGAS DESARROLLADAS	1995	15,0
Rioja, La	HUELGAS DESARROLLADAS	1994	6,0
Rioja, La	HUELGAS DESARROLLADAS	1993	8,0
Rioja, La	HUELGAS DESARROLLADAS	1992	5,0
Rioja, La	HUELGAS DESARROLLADAS	1991	13,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	2001	2,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	2000	8.324,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1999	8,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1998	2,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1997	2,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1996	6,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1995	41,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1994	92,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1993	16,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1992	1.133,0
Rioja, La	CENTROS DE TRABAJO CONVOCADOS	1991	366,0
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	2001	0,4
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	2000	4,2
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1999	0,1
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1998	..
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1997	..
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1996	0,2
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1995	1,1
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1994	2,2
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1993	1,1
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1992	3,5
Rioja, La	TRABAJADORES PARTICIPANTES (miles)	1991	4,8
Rioja, La	JORNADAS NO TRABAJADAS (miles)	2001	0,2
Rioja, La	JORNADAS NO TRABAJADAS (miles)	2000	3,9
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1999	0,7
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1998	..
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1997	0,1
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1996	1,2
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1995	2,0
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1994	20,3
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1993	5,5
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1992	5,7
Rioja, La	JORNADAS NO TRABAJADAS (miles)	1991	5,1
Ceuta y Melilla	HUELGAS DESARROLLADAS	2001	..
Ceuta y Melilla	HUELGAS DESARROLLADAS	2000	..
Ceuta y Melilla	HUELGAS DESARROLLADAS	1999	2,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1998	..
Ceuta y Melilla	HUELGAS DESARROLLADAS	1997	3,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1996	1,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1995	1,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1994	5,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1993	2,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1992	2,0
Ceuta y Melilla	HUELGAS DESARROLLADAS	1991	2,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	2001	..
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	2000	..
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1999	2,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1998	..
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1997	3,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1996	1,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1995	2,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1994	1.765,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1993	10,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1992	2,0
Ceuta y Melilla	CENTROS DE TRABAJO CONVOCADOS	1991	4,0
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	2001	..
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	2000	..
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1999	..
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1998	..
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1997	0,1
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1996	..
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1995	0,2
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1994	14,1
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1993	0,1
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1992	0,1
Ceuta y Melilla	TRABAJADORES PARTICIPANTES (miles)	1991	..
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	2001	..
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	2000	..
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1999	..
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1998	..
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1997	0,3
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1996	0,1
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1995	0,4
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1994	16,8
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1993	0,2
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1992	1,0
Ceuta y Melilla	JORNADAS NO TRABAJADAS (miles)	1991	0,1
Ceuta	HUELGAS DESARROLLADAS	2001	..
Ceuta	HUELGAS DESARROLLADAS	2000	..
Ceuta	HUELGAS DESARROLLADAS	1999	..
Ceuta	HUELGAS DESARROLLADAS	1998	..
Ceuta	HUELGAS DESARROLLADAS	1997	..
Ceuta	HUELGAS DESARROLLADAS	1996	..
Ceuta	HUELGAS DESARROLLADAS	1995	..
Ceuta	HUELGAS DESARROLLADAS	1994	..
Ceuta	HUELGAS DESARROLLADAS	1993	..
Ceuta	HUELGAS DESARROLLADAS	1992	..
Ceuta	HUELGAS DESARROLLADAS	1991	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	2001	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	2000	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1999	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1998	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1997	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1996	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1995	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1994	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1993	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1992	..
Ceuta	CENTROS DE TRABAJO CONVOCADOS	1991	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	2001	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	2000	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1999	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1998	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1997	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1996	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1995	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1994	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1993	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1992	..
Ceuta	TRABAJADORES PARTICIPANTES (miles)	1991	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	2001	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	2000	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1999	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1998	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1997	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1996	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1995	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1994	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1993	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1992	..
Ceuta	JORNADAS NO TRABAJADAS (miles)	1991	..
Melilla	HUELGAS DESARROLLADAS	2001	..
Melilla	HUELGAS DESARROLLADAS	2000	..
Melilla	HUELGAS DESARROLLADAS	1999	..
Melilla	HUELGAS DESARROLLADAS	1998	..
Melilla	HUELGAS DESARROLLADAS	1997	..
Melilla	HUELGAS DESARROLLADAS	1996	..
Melilla	HUELGAS DESARROLLADAS	1995	..
Melilla	HUELGAS DESARROLLADAS	1994	..
Melilla	HUELGAS DESARROLLADAS	1993	..
Melilla	HUELGAS DESARROLLADAS	1992	..
Melilla	HUELGAS DESARROLLADAS	1991	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	2001	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	2000	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1999	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1998	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1997	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1996	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1995	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1994	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1993	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1992	..
Melilla	CENTROS DE TRABAJO CONVOCADOS	1991	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	2001	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	2000	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1999	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1998	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1997	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1996	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1995	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1994	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1993	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1992	..
Melilla	TRABAJADORES PARTICIPANTES (miles)	1991	..
Melilla	JORNADAS NO TRABAJADAS (miles)	2001	..
Melilla	JORNADAS NO TRABAJADAS (miles)	2000	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1999	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1998	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1997	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1996	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1995	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1994	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1993	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1992	..
Melilla	JORNADAS NO TRABAJADAS (miles)	1991	..
