Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2007	866,35
Jornada a tiempo completo	13 Madrid, Comunidad de	2	2006	807,59
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2022	1.344,19
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2021	1.266,49
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2020	1.231,91
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2019	1.226,51
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2018	1.161,24
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2017	1.125,53
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2016	1.113,14
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2015	1.104,17
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2014	1.093,96
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2013	1.108,87
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2012	1.127,57
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2011	1.134,89
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2010	1.142,97
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2009	1.122,16
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2008	1.110,81
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2007	1.059,13
Jornada a tiempo completo	13 Madrid, Comunidad de	3	2006	1.007,11
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2022	1.526,87
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2021	1.462,79
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2020	1.422,66
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2019	1.412,15
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2018	1.359,51
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2017	1.325,23
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2016	1.324,18
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2015	1.311,29
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2014	1.319,62
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2013	1.323,75
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2012	1.327,68
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2011	1.315,69
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2010	1.316,08
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2009	1.292,78
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2008	1.269,25
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2007	1.202,02
Jornada a tiempo completo	13 Madrid, Comunidad de	4	2006	1.143,41
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2022	1.717,54
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2021	1.656,32
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2020	1.613,76
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2019	1.595,09
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2018	1.536,74
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2017	1.494,76
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2016	1.486,34
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2015	1.504,15
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2014	1.508,19
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2013	1.505,27
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2012	1.495,58
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2011	1.486,56
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2010	1.480,11
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2009	1.450,33
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2008	1.419,13
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2007	1.338,97
Jornada a tiempo completo	13 Madrid, Comunidad de	5	2006	1.271,56
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2022	1.921,56
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2021	1.875,23
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2020	1.817,8
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2019	1.796,29
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2018	1.758,32
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2017	1.702,43
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2016	1.704,05
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2015	1.713,1
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2014	1.715,84
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2013	1.702,11
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2012	1.693,37
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2011	1.681,98
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2010	1.671,61
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2009	1.633,85
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2008	1.586
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2007	1.489,72
Jornada a tiempo completo	13 Madrid, Comunidad de	6	2006	1.419,21
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2022	2.196,21
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2021	2.168,48
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2020	2.117,47
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2019	2.060,57
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2018	2.014,92
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2017	1.973,47
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2016	1.974,06
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2015	1.975,58
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2014	1.990,72
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2013	1.969,85
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2012	1.959,33
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2011	1.928,81
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2010	1.917,37
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2009	1.878,03
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2008	1.790,25
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2007	1.707,53
Jornada a tiempo completo	13 Madrid, Comunidad de	7	2006	1.634,91
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2022	2.600,56
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2021	2.572,44
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2020	2.541,9
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2019	2.450,2
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2018	2.418,85
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2017	2.376,69
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2016	2.364,64
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2015	2.355,18
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2014	2.406,46
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2013	2.380,39
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2012	2.287,7
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2011	2.299,02
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2010	2.294,87
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2009	2.247,82
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2008	2.156,24
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2007	2.046,76
Jornada a tiempo completo	13 Madrid, Comunidad de	8	2006	1.943,89
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2022	3.189,34
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2021	3.161,87
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2020	3.168,29
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2019	3.054,71
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2018	3.037,16
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2017	2.962,05
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2016	2.934,5
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2015	2.971,45
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2014	2.971,12
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2013	2.918,95
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2012	2.850,89
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2011	2.849,67
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2010	2.853,97
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2009	2.827,44
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2008	2.682,16
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2007	2.576,66
Jornada a tiempo completo	13 Madrid, Comunidad de	9	2006	2.429,55
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2022	5.206,19
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2021	5.220,33
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2020	5.127,32
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2019	4.911,42
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2018	5.062,14
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2017	4.918,08
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2016	4.818,81
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2015	5.142,33
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2014	4.807,15
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2013	4.737,43
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2012	4.686,76
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2011	4.537,88
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2010	4.536,21
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2009	4.621,91
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2008	4.625,45
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2007	3.807,61
Jornada a tiempo completo	13 Madrid, Comunidad de	10	2006	3.779,34
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2022	2.061,02
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2021	2.058,92
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2020	2.018,23
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2019	1.995,72
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2018	1.947,38
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2017	1.869,31
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2016	1.815,33
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2015	1.933,83
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2014	1.881,56
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2013	1.773,77
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2012	1.925,13
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2011	1.879,91
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2010	1.777,47
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2009	1.869,08
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2008	1.765,86
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2007	1.534,21
Jornada a tiempo completo	14 Murcia, Región de	Total decil	2006	1.507,86
Jornada a tiempo completo	14 Murcia, Región de	1	2022	908,3
Jornada a tiempo completo	14 Murcia, Región de	1	2021	799,79
Jornada a tiempo completo	14 Murcia, Región de	1	2020	736,2
Jornada a tiempo completo	14 Murcia, Región de	1	2019	736,68
Jornada a tiempo completo	14 Murcia, Región de	1	2018	717,14
Jornada a tiempo completo	14 Murcia, Región de	1	2017	619,8
Jornada a tiempo completo	14 Murcia, Región de	1	2016	636,58
Jornada a tiempo completo	14 Murcia, Región de	1	2015	575,06
Jornada a tiempo completo	14 Murcia, Región de	1	2014	561,16
Jornada a tiempo completo	14 Murcia, Región de	1	2013	547,5
Jornada a tiempo completo	14 Murcia, Región de	1	2012	574,88
Jornada a tiempo completo	14 Murcia, Región de	1	2011	632,53
Jornada a tiempo completo	14 Murcia, Región de	1	2010	590,51
Jornada a tiempo completo	14 Murcia, Región de	1	2009	581,23
Jornada a tiempo completo	14 Murcia, Región de	1	2008	622,41
Jornada a tiempo completo	14 Murcia, Región de	1	2007	604,38
Jornada a tiempo completo	14 Murcia, Región de	1	2006	546,69
Jornada a tiempo completo	14 Murcia, Región de	2	2022	1.169,98
Jornada a tiempo completo	14 Murcia, Región de	2	2021	1.071,3
Jornada a tiempo completo	14 Murcia, Región de	2	2020	1.019,27
Jornada a tiempo completo	14 Murcia, Región de	2	2019	1.019,45
Jornada a tiempo completo	14 Murcia, Región de	2	2018	934,98
Jornada a tiempo completo	14 Murcia, Región de	2	2017	874,23
Jornada a tiempo completo	14 Murcia, Región de	2	2016	877,4
Jornada a tiempo completo	14 Murcia, Región de	2	2015	867,74
Jornada a tiempo completo	14 Murcia, Región de	2	2014	848,33
Jornada a tiempo completo	14 Murcia, Región de	2	2013	834,35
Jornada a tiempo completo	14 Murcia, Región de	2	2012	859,14
Jornada a tiempo completo	14 Murcia, Región de	2	2011	883,92
Jornada a tiempo completo	14 Murcia, Región de	2	2010	927,93
Jornada a tiempo completo	14 Murcia, Región de	2	2009	898,16
Jornada a tiempo completo	14 Murcia, Región de	2	2008	902,26
Jornada a tiempo completo	14 Murcia, Región de	2	2007	859,64
Jornada a tiempo completo	14 Murcia, Región de	2	2006	812,72
Jornada a tiempo completo	14 Murcia, Región de	3	2022	1.348,57
Jornada a tiempo completo	14 Murcia, Región de	3	2021	1.261,32
Jornada a tiempo completo	14 Murcia, Región de	3	2020	1.240,94
Jornada a tiempo completo	14 Murcia, Región de	3	2019	1.224,35
Jornada a tiempo completo	14 Murcia, Región de	3	2018	1.153
Jornada a tiempo completo	14 Murcia, Región de	3	2017	1.127,06
Jornada a tiempo completo	14 Murcia, Región de	3	2016	1.120,1
Jornada a tiempo completo	14 Murcia, Región de	3	2015	1.100,95
Jornada a tiempo completo	14 Murcia, Región de	3	2014	1.101,75
Jornada a tiempo completo	14 Murcia, Región de	3	2013	1.102,79
Jornada a tiempo completo	14 Murcia, Región de	3	2012	1.117,32
Jornada a tiempo completo	14 Murcia, Región de	3	2011	1.108,66
Jornada a tiempo completo	14 Murcia, Región de	3	2010	1.123,77
Jornada a tiempo completo	14 Murcia, Región de	3	2009	1.092,15
Jornada a tiempo completo	14 Murcia, Región de	3	2008	1.109,43
Jornada a tiempo completo	14 Murcia, Región de	3	2007	1.056,67
Jornada a tiempo completo	14 Murcia, Región de	3	2006	1.003,86
Jornada a tiempo completo	14 Murcia, Región de	4	2022	1.538,11
Jornada a tiempo completo	14 Murcia, Región de	4	2021	1.464,42
Jornada a tiempo completo	14 Murcia, Región de	4	2020	1.418,96
Jornada a tiempo completo	14 Murcia, Región de	4	2019	1.418,99
Jornada a tiempo completo	14 Murcia, Región de	4	2018	1.357,96
Jornada a tiempo completo	14 Murcia, Región de	4	2017	1.314,84
Jornada a tiempo completo	14 Murcia, Región de	4	2016	1.330,43
Jornada a tiempo completo	14 Murcia, Región de	4	2015	1.307,07
Jornada a tiempo completo	14 Murcia, Región de	4	2014	1.318,19
Jornada a tiempo completo	14 Murcia, Región de	4	2013	1.329,41
Jornada a tiempo completo	14 Murcia, Región de	4	2012	1.322,98
Jornada a tiempo completo	14 Murcia, Región de	4	2011	1.311,7
Jornada a tiempo completo	14 Murcia, Región de	4	2010	1.315,42
Jornada a tiempo completo	14 Murcia, Región de	4	2009	1.298,02
Jornada a tiempo completo	14 Murcia, Región de	4	2008	1.272,99
Jornada a tiempo completo	14 Murcia, Región de	4	2007	1.208,21
Jornada a tiempo completo	14 Murcia, Región de	4	2006	1.146,06
Jornada a tiempo completo	14 Murcia, Región de	5	2022	1.714,24
Jornada a tiempo completo	14 Murcia, Región de	5	2021	1.666,31
Jornada a tiempo completo	14 Murcia, Región de	5	2020	1.601,77
Jornada a tiempo completo	14 Murcia, Región de	5	2019	1.591,46
Jornada a tiempo completo	14 Murcia, Región de	5	2018	1.552,22
Jornada a tiempo completo	14 Murcia, Región de	5	2017	1.490,41
Jornada a tiempo completo	14 Murcia, Región de	5	2016	1.492,72
Jornada a tiempo completo	14 Murcia, Región de	5	2015	1.495,4
Jornada a tiempo completo	14 Murcia, Región de	5	2014	1.507,62
Jornada a tiempo completo	14 Murcia, Región de	5	2013	1.499,39
Jornada a tiempo completo	14 Murcia, Región de	5	2012	1.488,27
Jornada a tiempo completo	14 Murcia, Región de	5	2011	1.482,15
Jornada a tiempo completo	14 Murcia, Región de	5	2010	1.471,71
Jornada a tiempo completo	14 Murcia, Región de	5	2009	1.437,71
Jornada a tiempo completo	14 Murcia, Región de	5	2008	1.409,62
Jornada a tiempo completo	14 Murcia, Región de	5	2007	1.332,52
Jornada a tiempo completo	14 Murcia, Región de	5	2006	1.270,51
Jornada a tiempo completo	14 Murcia, Región de	6	2022	1.919,89
Jornada a tiempo completo	14 Murcia, Región de	6	2021	1.867,64
Jornada a tiempo completo	14 Murcia, Región de	6	2020	1.806,6
Jornada a tiempo completo	14 Murcia, Región de	6	2019	1.790,62
Jornada a tiempo completo	14 Murcia, Región de	6	2018	1.751,9
Jornada a tiempo completo	14 Murcia, Región de	6	2017	1.686,42
Jornada a tiempo completo	14 Murcia, Región de	6	2016	1.681,5
Jornada a tiempo completo	14 Murcia, Región de	6	2015	1.695,45
Jornada a tiempo completo	14 Murcia, Región de	6	2014	1.710,78
Jornada a tiempo completo	14 Murcia, Región de	6	2013	1.702,68
Jornada a tiempo completo	14 Murcia, Región de	6	2012	1.687,9
Jornada a tiempo completo	14 Murcia, Región de	6	2011	1.674,85
Jornada a tiempo completo	14 Murcia, Región de	6	2010	1.662,66
Jornada a tiempo completo	14 Murcia, Región de	6	2009	1.619,29
Jornada a tiempo completo	14 Murcia, Región de	6	2008	1.575,83
Jornada a tiempo completo	14 Murcia, Región de	6	2007	1.493,66
Jornada a tiempo completo	14 Murcia, Región de	6	2006	1.418,13
Jornada a tiempo completo	14 Murcia, Región de	7	2022	2.196,34
Jornada a tiempo completo	14 Murcia, Región de	7	2021	2.178,52
Jornada a tiempo completo	14 Murcia, Región de	7	2020	2.112,07
Jornada a tiempo completo	14 Murcia, Región de	7	2019	2.057,97
Jornada a tiempo completo	14 Murcia, Región de	7	2018	2.012,65
Jornada a tiempo completo	14 Murcia, Región de	7	2017	1.986,49
Jornada a tiempo completo	14 Murcia, Región de	7	2016	1.965,05
Jornada a tiempo completo	14 Murcia, Región de	7	2015	1.949,94
Jornada a tiempo completo	14 Murcia, Región de	7	2014	2.033,74
Jornada a tiempo completo	14 Murcia, Región de	7	2013	1.987,34
Jornada a tiempo completo	14 Murcia, Región de	7	2012	1.955,81
Jornada a tiempo completo	14 Murcia, Región de	7	2011	1.906,65
Jornada a tiempo completo	14 Murcia, Región de	7	2010	1.914,73
Jornada a tiempo completo	14 Murcia, Región de	7	2009	1.863,22
Jornada a tiempo completo	14 Murcia, Región de	7	2008	1.795,81
Jornada a tiempo completo	14 Murcia, Región de	7	2007	1.702,79
Jornada a tiempo completo	14 Murcia, Región de	7	2006	1.613,41
Jornada a tiempo completo	14 Murcia, Región de	8	2022	2.612,54
Jornada a tiempo completo	14 Murcia, Región de	8	2021	2.573,44
Jornada a tiempo completo	14 Murcia, Región de	8	2020	2.509,74
Jornada a tiempo completo	14 Murcia, Región de	8	2019	2.452,47
Jornada a tiempo completo	14 Murcia, Región de	8	2018	2.436,2
Jornada a tiempo completo	14 Murcia, Región de	8	2017	2.366,88
Jornada a tiempo completo	14 Murcia, Región de	8	2016	2.349,78
Jornada a tiempo completo	14 Murcia, Región de	8	2015	2.377,11
Jornada a tiempo completo	14 Murcia, Región de	8	2014	2.366,24
Jornada a tiempo completo	14 Murcia, Región de	8	2013	2.367,03
Jornada a tiempo completo	14 Murcia, Región de	8	2012	2.321,86
Jornada a tiempo completo	14 Murcia, Región de	8	2011	2.293,28
Jornada a tiempo completo	14 Murcia, Región de	8	2010	2.290,65
Jornada a tiempo completo	14 Murcia, Región de	8	2009	2.232,46
Jornada a tiempo completo	14 Murcia, Región de	8	2008	2.141,62
Jornada a tiempo completo	14 Murcia, Región de	8	2007	2.026,09
Jornada a tiempo completo	14 Murcia, Región de	8	2006	1.954,02
Jornada a tiempo completo	14 Murcia, Región de	9	2022	3.172,21
Jornada a tiempo completo	14 Murcia, Región de	9	2021	3.148,66
Jornada a tiempo completo	14 Murcia, Región de	9	2020	3.199,36
Jornada a tiempo completo	14 Murcia, Región de	9	2019	3.065,54
Jornada a tiempo completo	14 Murcia, Región de	9	2018	2.992,24
Jornada a tiempo completo	14 Murcia, Región de	9	2017	2.995,21
Jornada a tiempo completo	14 Murcia, Región de	9	2016	2.960,56
Jornada a tiempo completo	14 Murcia, Región de	9	2015	2.965,11
